Epoch,Train_Seg_Loss,Validation_Seg_Loss,Validation_Overall_Acc,Validation_Mean_IOU,Validation_Class_0,Validation_Class_1,Validation_Class_2,Validation_Class_3,Test_Seg_Loss,Test_Overall_Acc,Test_Mean_IOU,Test_Class_0,Test_Class_1,Test_Class_2,Test_Class_3,Learning_Rate
0,0.8905722444707697,0.8493994048663548,0.5076792689732142,0.13074440309079008,0.6759471723011562,0.017012116233153,0.0,0.0,0.8524491588274637,0.48365313494646994,0.12623374873624524,0.6505461997456021,0.028952609333727095,0.0,0.0,0.0001
1,0.8887173127044331,0.8600399664470127,0.41897155761718746,0.1106002431518239,0.5915913241250175,0.034378772867577415,0.0,0.0,0.8637602064344618,0.39084897641782407,0.10456662557276267,0.5550604230827756,0.04415064036018319,0.0,0.0,0.0001
2,0.8882363384420221,0.8596845780100141,0.42872512090773807,0.11332769453816158,0.6004095332963126,0.03760017640888691,0.0,0.0,0.8637020124329461,0.391150060583044,0.10522441874504457,0.5564796891477373,0.04894521915250354,0.0,0.0,0.0001
3,0.8856046335263685,0.8603129812649318,0.42572102864583333,0.11276630079516717,0.5972849471228463,0.03838293786559786,0.0,0.0,0.8645188146167331,0.3867614972149884,0.10400115861188505,0.5522115959061517,0.047392531401581235,0.0,0.0,0.0001
4,0.8821901408108798,0.853651932307652,0.4879550897507441,0.12787061273529426,0.6514919315065656,0.034494088031351566,0.0,0.0,0.858808610174391,0.43102138943142365,0.11518116671060048,0.5972132086753845,0.046934993316729866,0.0,0.0,0.0001
5,0.8794259889559313,0.8538793069975716,0.5094174630301339,0.1332439207678046,0.6731223038264683,0.0344251561909914,0.0,0.0,0.858821279472775,0.46063225640190975,0.12220933306675416,0.6233040425512526,0.04366329684853554,0.0,0.0,0.0001
6,0.8779844993894751,0.8504021508353097,0.5399085053943453,0.1408367918131714,0.69600738797869,0.03397710341960192,0.0,0.0,0.8565632303555807,0.4801836027922454,0.127223282632854,0.6397062142690023,0.043751741035117045,0.0,0.0,0.0001
7,0.8759739263491197,0.8467681578227452,0.5755903552827382,0.14935723251950955,0.7257770895957947,0.030846431319202696,0.0,0.0,0.8530357215139601,0.5162458179615163,0.13578958258163587,0.6713854736751981,0.039977772885726556,0.0,0.0,0.0001
8,0.8737069693478671,0.8453144260815212,0.596029808407738,0.1541226977809931,0.7402976495879037,0.028255290484854152,0.0,0.0,0.8520956436793009,0.5342426215277778,0.14028357854333467,0.6854807734489441,0.040039877510733075,0.0,0.0,0.0001
9,0.8694222244349393,0.8413131577627999,0.631595226469494,0.1627184814343874,0.7682004145213536,0.025874149719519273,0.0,0.0,0.847912245326572,0.5727263952184606,0.14927239883691593,0.7168423732121786,0.035269007035013705,0.0,0.0,0.0001
10,0.8687174780802294,0.8412102035113743,0.6391914585658481,0.16476641904592865,0.7731625097138541,0.025837429000863006,0.0,0.0,0.8482427928182814,0.5801874231409143,0.15110899665361088,0.7213528752326965,0.03520865769435962,0.0,0.0,0.0001
11,0.8659257428212599,0.8388788785253253,0.6493769473121278,0.16773368540787412,0.7800053102629525,0.029511750476168736,0.0,0.0,0.8465639220343696,0.5887727412471064,0.15321149442265927,0.7268947495354546,0.03524496437360843,0.0,0.0,0.0001
12,0.8633357286453247,0.8288967524256025,0.7190686616443452,0.18389340640329385,0.8302716868264335,0.020991399119208966,0.0,0.0,0.8366195294592116,0.6628929533781828,0.17104705355494706,0.784929182794359,0.030675203642911382,0.0,0.0,0.0001
13,0.8599363944747231,0.8282943964004517,0.7213306535993304,0.1845797978309023,0.829660279410226,0.021272936120762358,0.0,0.0,0.8359825544887118,0.6677264630353009,0.17227967552187426,0.7860097686449686,0.03130516342611776,0.0,0.0,0.0001
14,0.8562736186114225,0.8297818217958722,0.725302501860119,0.18546520185537588,0.8350687112127032,0.02064631144250078,0.0,0.0,0.8364363114039103,0.6720229763454861,0.17287713647510836,0.7919756968816122,0.02818241311858098,0.0,0.0,0.0001
15,0.8547859489917755,0.8353574020521981,0.671920660109747,0.17373640304032678,0.7938151444707598,0.030758883537990705,0.0,0.0,0.844861818684472,0.609149848090278,0.1581634482320956,0.7382557392120361,0.0345173172859682,0.0,0.0,0.0001
16,0.8522607602856376,0.8304333942277091,0.694821050734747,0.17905285121213202,0.8092057960374015,0.02739468276766794,0.0,0.0,0.8400182194179959,0.6325046115451389,0.16387053949856337,0.7553829285833571,0.03384106792509556,0.0,0.0,0.0001
17,0.8483791811899706,0.8308078050613403,0.68349853515625,0.17635580407055937,0.7983238526753017,0.028742561050291573,0.0,0.0,0.8412736455599467,0.6223021330656828,0.16133199203834436,0.7457346320152283,0.034365484284030065,0.0,0.0,0.0001
18,0.8473982621322979,0.8271515710013253,0.7097104317801339,0.1827949070960647,0.8200821876525879,0.027533713595143387,0.0,0.0,0.8371366063753763,0.6484049253110532,0.16751482447416344,0.7675290571318732,0.031842634133580655,0.0,0.0,0.0001
19,0.8448065465146845,0.8211755411965507,0.746729997907366,0.19132773002106385,0.846941956451961,0.02310102920247508,0.0,0.0,0.829831620057424,0.6938647913049769,0.17814553629573748,0.8037070102161832,0.02807463514101174,0.0,0.0,0.0001
20,0.8438813496719707,0.8233525497572762,0.7153431338355655,0.18412468538156898,0.821619280747005,0.02695788043950285,0.0,0.0,0.8335948785146078,0.6586411539713541,0.17000075575896648,0.7730018628968133,0.03153896130000552,0.0,0.0,0.0001
21,0.8398219997232611,0.814877952848162,0.7642678106398809,0.19537094359374127,0.858414786202567,0.02035199062499617,0.0,0.0,0.8234836988978915,0.7154127785011575,0.1832781653984759,0.8189910915162828,0.02661114087742236,0.0,0.0,0.0001
22,0.8377772325819189,0.8238376038415092,0.7110129801432292,0.18321197745491288,0.8187931946345738,0.027920369724077836,0.0,0.0,0.8348103761672974,0.6511133264612269,0.16804872247314917,0.7665456202295091,0.031309072756105,0.0,0.0,0.0001
23,0.8374416719783436,0.8183610269001552,0.7247357177734374,0.1864436139259711,0.8279389824186053,0.02610374185522752,0.0,0.0,0.8296995295418633,0.6691688368055556,0.1724766569302224,0.7802955375777351,0.030955836073391967,0.0,0.0,0.0001
24,0.8340970304879275,0.8094596096447536,0.7866671607607886,0.20070497564522674,0.8738436017717633,0.018930911454455263,0.0,0.0,0.8178366952472262,0.7416152841073496,0.18926474834412751,0.8390870756573148,0.023544108365765877,0.0,0.0,0.0001
25,0.8315630473873832,0.8179048555237907,0.7183342052641369,0.18498232558451225,0.8230652723993573,0.027075997412404313,0.0,0.0,0.8295284178521898,0.6616783989800348,0.17061410518960818,0.7742298311657376,0.03056540174616708,0.0,0.0,0.0001
26,0.830518362197009,0.810846039227077,0.7610973539806548,0.19503545099465244,0.8555413058825901,0.022754148605080054,0.0,0.0,0.820817252000173,0.7087655752676506,0.18201372283536688,0.8131401406394111,0.02852421603165567,0.0,0.0,0.0001
27,0.8301685398275201,0.8159071803092957,0.7188429768880208,0.18540176993020308,0.8238722681999207,0.029357291824583496,0.0,0.0,0.8284439576996697,0.6595936867042823,0.1699760512780376,0.7721373902426826,0.030628515148742333,0.0,0.0,0.0001
28,0.8289294947277416,0.8039435233388629,0.7947541155133928,0.20228768197105979,0.8789031079837254,0.016147090256189194,0.0,0.0,0.8121281464894613,0.7527288818359376,0.19202998372284613,0.8462125062942505,0.023035827597292762,0.0,0.0,0.0001
29,0.8260826820676977,0.8080771906035287,0.7633324614025297,0.1955648405013616,0.8564369848796299,0.022234790846206515,0.0,0.0,0.8182425565189786,0.7134922281901042,0.1830014774179455,0.8160941004753113,0.02720053183535735,0.0,0.0,0.0001
30,0.8244325491515073,0.8140632084437779,0.7293637230282738,0.18779977530518482,0.8318404725619725,0.028004075134439126,0.0,0.0,0.8257574770185683,0.6716623263888889,0.17274440683452597,0.7822073830498589,0.028917268875779376,0.0,0.0,0.0001
31,0.8251445699821819,0.8039916753768921,0.7688410586402529,0.19685736559681688,0.8600158861705235,0.02184499583901405,0.0,0.0,0.8138016197416518,0.7232582600911459,0.18532997158523057,0.8229237861103482,0.026706705038021836,0.0,0.0,0.0001
32,0.8224756473844702,0.7984928573880877,0.8098170689174108,0.20582709730496776,0.8892835889543805,0.015209295720394169,0.0,0.0,0.8059390121036105,0.7728401466652199,0.1967861193190309,0.8614887793858846,0.021257640066323802,0.0,0.0,0.0001
33,0.8216927132823251,0.8056487185614449,0.7618003336588541,0.19499669542880596,0.8549277526991708,0.021041299983543076,0.0,0.0,0.8160026868184408,0.7118328631365741,0.18245687253540133,0.8141940037409464,0.026276221569989704,0.0,0.0,0.0001
34,0.8207525204528462,0.8081903968538556,0.7380425444103423,0.18999706485473064,0.8377520527158465,0.027413863389353667,0.0,0.0,0.8201981584231058,0.6828922526041666,0.17561141669602934,0.7910486393504672,0.029070516479098134,0.0,0.0,0.0001
35,0.8183254572478208,0.8002634644508362,0.7920196242559524,0.20203792846209032,0.8768544622829982,0.018349942775135526,0.0,0.0,0.8087488810221354,0.7494871238425925,0.1913888288727698,0.8441787759462992,0.023799676753696986,0.0,0.0,0.0001
36,0.8190912333401766,0.8006478888647897,0.7815013195219495,0.19960660820892326,0.8690432395253863,0.019612656304161646,0.0,0.0,0.8097293972969055,0.7377892840350115,0.18847718653051987,0.8341276248296102,0.023984113979774218,0.0,0.0,0.0001
37,0.8145360458980907,0.8001226186752319,0.7863442847842262,0.20063763628649992,0.8726663759776524,0.018238360303387578,0.0,0.0,0.8087891075346205,0.7429471164279513,0.18973162164014543,0.8388258351220025,0.023680913627483986,0.0,0.0,0.0001
38,0.8163339414379813,0.802177906036377,0.7661326090494791,0.19639445135378977,0.8584855369159153,0.023090169357601553,0.0,0.0,0.8126961059040494,0.7154043240017361,0.18321930564401986,0.8181824154324002,0.026198992479799524,0.0,0.0,0.0001
39,0.8157520104538311,0.8101938111441476,0.7180582391648065,0.18527915319954893,0.8211516056741986,0.030247609613330236,0.0,0.0,0.8233032491472032,0.6604575602213542,0.1698333483695519,0.7699922588136461,0.028426563522468012,0.0,0.0,0.0001
40,0.8131056698885831,0.8025914260319301,0.76557373046875,0.1961293216117709,0.8576318025588989,0.022657137355833714,0.0,0.0,0.8127131462097168,0.7170613154658566,0.18351643831307726,0.8183391160435147,0.025518065130907215,0.0,0.0,0.0001
41,0.8139301159165122,0.7971205030168805,0.7947155471075149,0.2027607199578964,0.8785810470581055,0.01876984824541848,0.0,0.0,0.8053267399470011,0.7547771764684607,0.19244533333888547,0.8481328023804559,0.022554935601268273,0.0,0.0,0.0001
42,0.8129231821406971,0.8002813288143703,0.7720303199404761,0.197574087368662,0.8621967009135655,0.021579695030076045,0.0,0.0,0.8097560273276435,0.726195859555845,0.18579237755663355,0.8253126210636563,0.025004676957097318,0.0,0.0,0.0001
43,0.8100127469409596,0.8006184697151184,0.7662339564732142,0.19653955016185126,0.8585306746619088,0.023892869278954874,0.0,0.0,0.8109089268578423,0.7167617232711225,0.18358791210977926,0.819115612241957,0.026243543077725917,0.0,0.0,0.0001
44,0.8116730830886147,0.7991532002176557,0.7700852457682291,0.19746602279185965,0.861461980002267,0.023438231250370985,0.0,0.0,0.8097192049026489,0.7205200873480903,0.1846421079801867,0.8227265410953097,0.026449293305631727,0.0,0.0,0.0001
45,0.8091786314140667,0.7924738526344299,0.8231579008556549,0.20930384751628042,0.8983020612171718,0.01635232295042702,0.0,0.0,0.7989663547939725,0.7901292136863424,0.20093587653207845,0.8743455410003662,0.019845161127806123,0.0,0.0,0.0001
46,0.8105609091845426,0.7965854236057827,0.7840937151227678,0.20036149778075682,0.8707896726472037,0.019905766523996653,0.0,0.0,0.8056085771984525,0.7410933430989582,0.1891416742439117,0.8372097743882073,0.023060335375096958,0.0,0.0,0.0001
47,0.8092637793584303,0.7939220155988421,0.8001435198102679,0.20403741805900052,0.8820886015892029,0.018160633643024733,0.0,0.0,0.8017275929450989,0.762631361219618,0.1943872379577594,0.8534869021839566,0.021896350267626177,0.0,0.0,0.0001
48,0.8090425838123668,0.798363881451743,0.7656317719959077,0.19616237768976252,0.8568973115512303,0.022734983433955285,0.0,0.0,0.8086563216315376,0.7190995732060185,0.18383343204218403,0.8187520172860887,0.023844310108365283,0.0,0.0,0.0001
49,0.8070151182738218,0.7920532822608948,0.8082392519996279,0.20578890975119693,0.8879195536885943,0.01684526726603508,0.0,0.0,0.7995094259579977,0.7723690004701967,0.19668204768085754,0.8610474665959676,0.02087174707169955,0.0,0.0,0.0001
50,0.807132666761225,0.7988445588520595,0.7613936941964285,0.19532334236174914,0.8539621574538094,0.024719986069872642,0.0,0.0,0.8090730375713773,0.7146269169560185,0.18276952726562423,0.8151155577765571,0.024783459097509168,0.0,0.0,0.0001
51,0.805905743078752,0.8026613422802517,0.7436352248418899,0.19119942169241402,0.8408750891685486,0.026227268288494088,0.0,0.0,0.8143637577692667,0.6901612458405672,0.17690734779785305,0.7955435911814371,0.02577986720845931,0.0,0.0,0.0001
52,0.8051249926740472,0.7980638316699437,0.7627503313337053,0.19575085534618034,0.8552963563374111,0.024122526659734182,0.0,0.0,0.8086787197324965,0.7139349365234374,0.18281890030554393,0.8158857358826531,0.025237962399842218,0.0,0.0,0.0001
53,0.8062500655651093,0.7923162153788975,0.8026466296968006,0.20466780108877705,0.883814241204943,0.018209092784672976,0.0,0.0,0.7999543481402926,0.7654394757306133,0.19504058269864766,0.8558299342791239,0.021464161215893302,0.0,0.0,0.0001
54,0.8037110729651018,0.7936175721032279,0.7927960786365328,0.2025454407202231,0.8769274183682033,0.0200716973296429,0.0,0.0,0.8020495639906989,0.7519732892071759,0.1917966207340309,0.8460532625516256,0.0225871173121656,0.0,0.0,0.0001
55,0.8026487339626659,0.7935808556420463,0.7897133091517857,0.201973369116917,0.8748039603233337,0.021019231182565688,0.0,0.0,0.8023115396499634,0.748276050708912,0.19103570504282363,0.843306925561693,0.023430659854663343,0.0,0.0,0.0001
56,0.8033408929001201,0.7997600351061139,0.7493547130766369,0.19280776374681294,0.8458914245877948,0.026651044557053995,0.0,0.0,0.8117466767628988,0.6951688187210648,0.1782638547401464,0.8015432688925002,0.026250331869555846,0.0,0.0,0.0001
57,0.8020633431998166,0.7951535837990897,0.7792289225260415,0.19942132743794808,0.8674757650920323,0.02120752419744219,0.0,0.0,0.804554111427731,0.7339052553530093,0.18769860277099357,0.8324956032964919,0.024752147828419564,0.0,0.0,0.0001
58,0.8036530586806211,0.7894744021551949,0.8030859375,0.204849388518667,0.8840044396264213,0.01849112834315747,0.0,0.0,0.7975229819615682,0.7650195312499999,0.1950711805290875,0.8553489380412631,0.02231034379090286,0.0,0.0,0.0001
59,0.802324956113642,0.7968618699482509,0.7631337774367559,0.19568074609823666,0.8551270025117057,0.023270330426904757,0.0,0.0,0.8070484863387214,0.7173753074363425,0.18344331833040922,0.8178224828508165,0.024010506975981925,0.0,0.0,0.0001
60,0.8004152016206221,0.7884595394134521,0.8147422281901041,0.20741624149752283,0.8922556127820697,0.01698010739138616,0.0,0.0,0.7953625188933479,0.7807604076244213,0.19880735792902138,0.867288609345754,0.02102211257766208,0.0,0.0,0.0001
61,0.8002793382514607,0.7945053151675633,0.7725076729910716,0.19808011314349652,0.8626307930265155,0.023583915949399983,0.0,0.0,0.8046158485942416,0.7258808955439815,0.18568269188090655,0.8260277311007181,0.024770623810278874,0.0,0.0,0.0001
62,0.8006699572909962,0.7925531353269305,0.7797076997302826,0.19960563459614414,0.8672023245266506,0.021365795617124865,0.0,0.0,0.8017775747511122,0.7378532353153936,0.18854857415859336,0.834054622385237,0.02344757315262945,0.0,0.0,0.0001
63,0.7995642423629761,0.7867986219269889,0.8192068336123512,0.2085299117052785,0.8950151971408299,0.016976398299448192,0.0,0.0,0.7935155166520013,0.7874631076388889,0.20037087634691417,0.8714632060792711,0.02013016608624538,0.0,0.0,0.0001
64,0.7999172237786379,0.7850560801369804,0.8313395182291666,0.21090075562134394,0.9031606486865452,0.014131469240445378,0.0,0.0,0.7909144030676948,0.802942211009838,0.20369258241590427,0.8824902574221293,0.017064313062292058,0.0,0.0,0.0001
65,0.7994052117521112,0.7879646079880851,0.8119312104724702,0.20684767196278062,0.8898549931389945,0.01760493519915534,0.0,0.0,0.7949414650599161,0.7786112241391782,0.19808739605835293,0.8646892640325758,0.019907858738507558,0.0,0.0,0.0001
66,0.7993754013018175,0.7879055142402649,0.8136413864862352,0.20712649628398408,0.891167666230883,0.017041251861623356,0.0,0.0,0.7946496605873108,0.7808760805483216,0.19863526396363054,0.8669449355867174,0.019928338536475267,0.0,0.0,0.0001
67,0.7977239977229725,0.7889657872063773,0.8052614339192709,0.20530614847370635,0.8854730980736869,0.018252865810479437,0.0,0.0,0.7961880962053934,0.7702593315972222,0.19624964198127126,0.8593422836727567,0.021274805864474427,0.0,0.0,0.0001
68,0.7974862347949635,0.7856140732765198,0.8222755359468005,0.20902150386787646,0.8970462679862976,0.015846210099490627,0.0,0.0,0.7917716105779012,0.7918517388237846,0.20117917928253926,0.8746528294351366,0.018558232975515745,0.0,0.0,0.0001
69,0.7973122488368641,0.7887136595589774,0.8025055512927829,0.2047521962511309,0.8834855471338544,0.01899003964250109,0.0,0.0,0.7961851093504164,0.7667723479094329,0.19535674553896396,0.8566982613669502,0.021335490222554654,0.0,0.0,0.0001
70,0.796082545410503,0.7885318909372602,0.801405000232515,0.20461639088090064,0.8828993609973362,0.019573919508340105,0.0,0.0,0.7961841821670532,0.7641300003616897,0.19495545866699468,0.8551515870624118,0.022910194917737197,0.0,0.0,0.0001
71,0.7965785264968872,0.7968042748314994,0.751016613188244,0.19310218292762876,0.8465325236320496,0.02645842082399343,0.0,0.0,0.8075676096810235,0.7019672082971643,0.1800577113956737,0.8060845534006754,0.026790607306692336,0.0,0.0,0.0001
72,0.7960852032357996,0.7894655466079712,0.7920358131045386,0.20250783259549365,0.8762609447751727,0.020820114728329436,0.0,0.0,0.7978260517120361,0.7518978316695601,0.19194887709395475,0.8459150989850363,0.023329073276424122,0.0,0.0,0.0001
73,0.7949707724831321,0.7935671636036464,0.7663574509393601,0.1967567865080029,0.857796141079494,0.024820065586287195,0.0,0.0,0.8038093050320944,0.7195866789641203,0.18415637574765956,0.8204395042525398,0.02466698804508067,0.0,0.0,0.0001
74,0.7958742705258456,0.7899803519248962,0.7899551536923364,0.20205542420158665,0.8747043269021171,0.02112844223821802,0.0,0.0,0.7985414597723219,0.7490387641059028,0.19113561196985204,0.8436895343992445,0.022830617872791156,0.0,0.0,0.0001
75,0.7939567918127234,0.7886632340294975,0.801093488420759,0.20451777166139462,0.8829152754374913,0.01961782414998327,0.0,0.0,0.7964353826310899,0.762046169704861,0.19435470088830092,0.854207091861301,0.022710153703681298,0.0,0.0,0.0001
76,0.7938014458526265,0.7896823968206134,0.7927716645740329,0.20268490935396377,0.8767981103488377,0.02056654407975397,0.0,0.0,0.7978727089034187,0.7541122323495371,0.19252280261326715,0.8475301927990384,0.023006473948852444,0.0,0.0,0.0001
77,0.7929010960188779,0.7917935933385577,0.7807729375930059,0.19995642330303806,0.8685854417937142,0.022256339040073465,0.0,0.0,0.80084185467826,0.7377768735532407,0.1884859460134034,0.8355652093887329,0.02366768746610938,0.0,0.0,0.0001
78,0.7949372475797479,0.791018009185791,0.7803887067522322,0.19979844246461384,0.8680071745600019,0.022070575771587237,0.0,0.0,0.7999433477719625,0.7381163194444444,0.18852576866597848,0.8354065484470792,0.023628319082490634,0.0,0.0,0.0001
79,0.7934552349827506,0.7898262654032026,0.782413824172247,0.20055488423220494,0.8693885547774178,0.02337080373295716,0.0,0.0,0.7990924914677938,0.7383117449725115,0.188573110031538,0.8357043663660685,0.023887239268434415,0.0,0.0,0.0001
80,0.7945000393824144,0.7873694896697998,0.7971121942429316,0.20376389000626838,0.8795854449272156,0.020732799461776658,0.0,0.0,0.7952827678786384,0.7602438015407986,0.19389366521478874,0.8516133162710402,0.022300303253966074,0.0,0.0,0.0001
81,0.7921381728215651,0.7871507491384234,0.8043563116164434,0.20539579214407963,0.8852440629686628,0.019804195101772035,0.0,0.0,0.7945098545816209,0.7667145001446759,0.1956407166762742,0.8577661448054843,0.02291786818144222,0.0,0.0,0.0001
82,0.7915179268880324,0.7858239582606724,0.8137822323753721,0.20742094891751242,0.8914339116641453,0.01836624665052763,0.0,0.0,0.7924737930297852,0.7807028537326387,0.1987295230340541,0.8673129081726074,0.020595030231763505,0.0,0.0,0.0001
83,0.7918480770154432,0.7829490729740688,0.8276291910807292,0.2106078033488921,0.9006405813353402,0.017206043535095108,0.0,0.0,0.7886321875784132,0.7993790916160299,0.20324467991129178,0.8802478313446045,0.01966043928081894,0.0,0.0,0.0001
84,0.789581992409446,0.7902328457151141,0.7779581996372766,0.19929346476659845,0.8660416858536857,0.022516612030033554,0.0,0.0,0.7991863290468851,0.7359591561776622,0.1880635500115833,0.8333114319377475,0.02376931976646625,0.0,0.0,0.0001
85,0.7911683835766532,0.7871456486838204,0.8019371977306546,0.20474064832622188,0.8828824247632708,0.019699178519658744,0.0,0.0,0.7945322063234117,0.7669118245442709,0.19539907765770914,0.8565115729967753,0.021353216883855768,0.0,0.0,0.0001
86,0.7899430285800587,0.7894501771245684,0.7857844761439733,0.20111936804184,0.8717604194368634,0.02171872043982148,0.0,0.0,0.7980529202355279,0.7449721950954862,0.19020757850580455,0.8406998846266005,0.023236966869767964,0.0,0.0,0.0001
87,0.7909318398345601,0.7848510486739022,0.8111328996930804,0.20703080684931166,0.88953868831907,0.019744880364409516,0.0,0.0,0.7919107211960686,0.7765974256727431,0.1978153793233085,0.8643536435233222,0.02152555978197294,0.0,0.0,0.0001
88,0.7920721796425906,0.780045177255358,0.8418430292038691,0.2136827641984893,0.9099042585917881,0.015140802599489689,0.0,0.0,0.7851694226264954,0.8166951045283564,0.2070072577165766,0.89195140865114,0.016227359767071903,0.0,0.0,0.0001
89,0.7902245738289573,0.7806061506271362,0.8398261369977679,0.2132991154356255,0.9086621659142631,0.01568729354871071,0.0,0.0,0.7855797542466058,0.8139768247251157,0.2065075825390474,0.8902561333444383,0.01738928596306424,0.0,0.0,0.0001
90,0.7908477837389166,0.7818135448864528,0.8313352167038691,0.2115056947776932,0.9028846110616412,0.017123833282052407,0.0,0.0,0.7874204383956062,0.8035679343894677,0.2041020632517763,0.8826246327824063,0.01839944538207621,0.0,0.0,0.0001
91,0.7893703850832853,0.7783581614494324,0.8572989327566966,0.21708262393255445,0.9200361881937299,0.01329730890990634,0.0,0.0,0.7825780974494086,0.83384844744647,0.21114549271197708,0.9038018385569254,0.015374880330808891,0.0,0.0,0.0001
92,0.7879818406972018,0.7831558500017438,0.8270991734095982,0.21059733167028846,0.900586119719914,0.017799908386742964,0.0,0.0,0.7888874411582947,0.7968849238642939,0.20271350851107994,0.8791777955161201,0.020267086624193728,0.0,0.0,0.0001
93,0.790589614347978,0.7922028388295855,0.7596090552920387,0.1953630632780299,0.8528800095830645,0.02722269477505636,0.0,0.0,0.8026518887943692,0.7120454915364582,0.18250756837375112,0.8146674169434441,0.026726919019387826,0.0,0.0,0.0001
94,0.7882464040409435,0.7904696379389081,0.7733651878720238,0.1982867386277673,0.8628770623888288,0.02394834626466036,0.0,0.0,0.799789739979638,0.7294291178385417,0.18643544423498962,0.8285963733990988,0.02438122853830767,0.0,0.0,0.0001
95,0.788794755935669,0.7902430891990662,0.7717767624627976,0.19800754533451656,0.8614519834518433,0.024151663895314153,0.0,0.0,0.799999992052714,0.7266673674406829,0.18577655912286054,0.8261760671933492,0.024303110523356333,0.0,0.0,0.0001
96,0.7890700752084906,0.7869105168751308,0.7944205147879464,0.20315906982870938,0.8777616790362767,0.02131607147332813,0.0,0.0,0.7947272393438551,0.7566102430555556,0.1929790455599552,0.8494674762090048,0.022548652137629688,0.0,0.0,0.0001
97,0.789522571997209,0.7800241538456508,0.8372490873790923,0.21275056906401354,0.9068026287215096,0.016335575907890285,0.0,0.0,0.7850328352716234,0.8120773654513889,0.20595944057701787,0.8886962201860216,0.017064375983156625,0.0,0.0,0.0001
98,0.7875557975335554,0.7824485727718898,0.825936279296875,0.21012459616623,0.8994597452027457,0.017102356368143643,0.0,0.0,0.7881524430380927,0.7971897379557291,0.20246979193631326,0.8787999153137207,0.018608777078851644,0.0,0.0,0.0001
99,0.7878567982803691,0.7824454477855137,0.8251104445684524,0.21000649755088077,0.8990661331585476,0.017475629000858004,0.0,0.0,0.7882491151491801,0.7956222421151621,0.20224326142906413,0.8780602216720581,0.019603095686761662,0.0,0.0,0.0001
